unicode,gardiner,translit,english
X0EF1,SYN-0EF1,,
X0EF2,SYN-0EF2,,
X0EF3,SYN-0EF3,,
X0EF4,SYN-0EF4,,
X0EF5,SYN-0EF5,,
X0EF6,SYN-0EF6,,
X0EF7,SYN-0EF7,,
X0EF8,SYN-0EF8,,
X0EF9,SYN-0EF9,,
X0EFA,SYN-0EFA,,
X0EFB,SYN-0EFB,,
X0EFC,SYN-0EFC,,
X0EFD,SYN-0EFD,,
X0EFE,SYN-0EFE,,
X0EFF,SYN-0EFF,,
X0F00,SYN-0F00,,
X0F01,SYN-0F01,,
X0F02,SYN-0F02,,
X0F03,SYN-0F03,,
X0F04,SYN-0F04,,
X0F05,SYN-0F05,,
X0F06,SYN-0F06,,
X0F07,SYN-0F07,,
X0F08,SYN-0F08,,
X0F09,SYN-0F09,,
X0F0A,SYN-0F0A,,
X0F0B,SYN-0F0B,,
X0F0C,SYN-0F0C,,
X0F0D,SYN-0F0D,,
X0F0E,SYN-0F0E,,
X0F0F,SYN-0F0F,,
X0F10,SYN-0F10,,
X0F11,SYN-0F11,,
X0F12,SYN-0F12,,
X0F13,SYN-0F13,,
X0F14,SYN-0F14,,
X0F15,SYN-0F15,,
X0F16,SYN-0F16,,
X0F17,SYN-0F17,,
X0F18,SYN-0F18,,
X0F19,SYN-0F19,,
X0F1A,SYN-0F1A,,
X0F1B,SYN-0F1B,,
X0F1C,SYN-0F1C,,
X0F1D,SYN-0F1D,,
X0F1E,SYN-0F1E,,
X0F1F,SYN-0F1F,,
X0F20,SYN-0F20,,
X0F21,SYN-0F21,,
X0F22,SYN-0F22,,
X0F23,SYN-0F23,,
X0F24,SYN-0F24,,
X0F25,SYN-0F25,,
X0F26,SYN-0F26,,
X0F27,SYN-0F27,,
X0F28,SYN-0F28,,
X0F29,SYN-0F29,,
X0F2A,SYN-0F2A,,
X0F2B,SYN-0F2B,,
X0F2C,SYN-0F2C,,
X0F2D,SYN-0F2D,,
X0F2E,SYN-0F2E,,
X0F2F,SYN-0F2F,,
X0F30,SYN-0F30,,
X0F31,SYN-0F31,,
X0F32,SYN-0F32,,
X0F33,SYN-0F33,,
X0F34,SYN-0F34,,
X0F35,SYN-0F35,,
X0F36,SYN-0F36,,
X0F37,SYN-0F37,,
X0F38,SYN-0F38,,
X0F39,SYN-0F39,,
X0F3A,SYN-0F3A,,
X0F3B,SYN-0F3B,,
X0F3C,SYN-0F3C,,
X0F3D,SYN-0F3D,,
X0F3E,SYN-0F3E,,
X0F3F,SYN-0F3F,,
X0F40,SYN-0F40,,
X0F41,SYN-0F41,,
X0F42,SYN-0F42,,
X0F43,SYN-0F43,,
X0F44,SYN-0F44,,
X0F45,SYN-0F45,,
X0F46,SYN-0F46,,
X0F47,SYN-0F47,,
X0F48,SYN-0F48,,
X0F49,SYN-0F49,,
X0F4A,SYN-0F4A,,
X0F4B,SYN-0F4B,,
X0F4C,SYN-0F4C,,
X0F4D,SYN-0F4D,,
X0F4E,SYN-0F4E,,
X0F4F,SYN-0F4F,,
X0F50,SYN-0F50,,
X0F51,SYN-0F51,,
X0F52,SYN-0F52,,
X0F53,SYN-0F53,,
X0F54,SYN-0F54,,
X0F55,SYN-0F55,,
X0F56,SYN-0F56,,
X0F57,SYN-0F57,,
X0F58,SYN-0F58,,
X0F59,SYN-0F59,,
X0F5A,SYN-0F5A,,
X0F5B,SYN-0F5B,,
X0F5C,SYN-0F5C,,
X0F5D,SYN-0F5D,,
X0F5E,SYN-0F5E,,
X0F5F,SYN-0F5F,,
X0F60,SYN-0F60,,
X0F61,SYN-0F61,,
X0F62,SYN-0F62,,
X0F63,SYN-0F63,,
X0F64,SYN-0F64,,
X0F65,SYN-0F65,,
X0F66,SYN-0F66,,
X0F67,SYN-0F67,,
X0F68,SYN-0F68,,
X0F69,SYN-0F69,,
X0F6A,SYN-0F6A,,
X0F6B,SYN-0F6B,,
X0F6C,SYN-0F6C,,
X0F6D,SYN-0F6D,,
X0F6E,SYN-0F6E,,
X0F6F,SYN-0F6F,,
X0F70,SYN-0F70,,
X0F71,SYN-0F71,,
X0F72,SYN-0F72,,
X0F73,SYN-0F73,,
X0F74,SYN-0F74,,
X0F75,SYN-0F75,,
X0F76,SYN-0F76,,
X0F77,SYN-0F77,,
X0F78,SYN-0F78,,
X0F79,SYN-0F79,,
X0F7A,SYN-0F7A,,
X0F7B,SYN-0F7B,,
X0F7C,SYN-0F7C,,
X0F7D,SYN-0F7D,,
X0F7E,SYN-0F7E,,
X0F7F,SYN-0F7F,,
X0F80,SYN-0F80,,
X0F81,SYN-0F81,,
X0F82,SYN-0F82,,
X0F83,SYN-0F83,,
X0F84,SYN-0F84,,
X0F85,SYN-0F85,,
X0F86,SYN-0F86,,
X0F87,SYN-0F87,,
X0F88,SYN-0F88,,
X0F89,SYN-0F89,,
X0F8A,SYN-0F8A,,
X0F8B,SYN-0F8B,,
X0F8C,SYN-0F8C,,
X0F8D,SYN-0F8D,,
X0F8E,SYN-0F8E,,
X0F8F,SYN-0F8F,,
X0F90,SYN-0F90,,
X0F91,SYN-0F91,,
X0F92,SYN-0F92,,
X0F93,SYN-0F93,,
X0F94,SYN-0F94,,
X0F95,SYN-0F95,,
X0F96,SYN-0F96,,
X0F97,SYN-0F97,,
X0F98,SYN-0F98,,
X0F99,SYN-0F99,,
X0F9A,SYN-0F9A,,
X0F9B,SYN-0F9B,,
X0F9C,SYN-0F9C,,
X0F9D,SYN-0F9D,,
X0F9E,SYN-0F9E,,
X0F9F,SYN-0F9F,,
X0FA0,SYN-0FA0,,
X0FA1,SYN-0FA1,,
X0FA2,SYN-0FA2,,
X0FA3,SYN-0FA3,,
X0FA4,SYN-0FA4,,
X0FA5,SYN-0FA5,,
X0FA6,SYN-0FA6,,
X0FA7,SYN-0FA7,,
X0FA8,SYN-0FA8,,
X0FA9,SYN-0FA9,,
X0FAA,SYN-0FAA,,
X0FAB,SYN-0FAB,,
X0FAC,SYN-0FAC,,
X0FAD,SYN-0FAD,,
X0FAE,SYN-0FAE,,
X0FAF,SYN-0FAF,,
X0FB0,SYN-0FB0,,
X0FB1,SYN-0FB1,,
X0FB2,SYN-0FB2,,
X0FB3,SYN-0FB3,,
X0FB4,SYN-0FB4,,
X0FB5,SYN-0FB5,,
X0FB6,SYN-0FB6,,
X0FB7,SYN-0FB7,,
X0FB8,SYN-0FB8,,
X0FB9,SYN-0FB9,,
X0FBA,SYN-0FBA,,
X0FBB,SYN-0FBB,,
X0FBC,SYN-0FBC,,
X0FBD,SYN-0FBD,,
X0FBE,SYN-0FBE,,
X0FBF,SYN-0FBF,,
X0FC0,SYN-0FC0,,
X0FC1,SYN-0FC1,,
X0FC2,SYN-0FC2,,
X0FC3,SYN-0FC3,,
X0FC4,SYN-0FC4,,
X0FC5,SYN-0FC5,,
X0FC6,SYN-0FC6,,
X0FC7,SYN-0FC7,,
X0FC8,SYN-0FC8,,
X0FC9,SYN-0FC9,,
X0FCA,SYN-0FCA,,
X0FCB,SYN-0FCB,,
X0FCC,SYN-0FCC,,
X0FCD,SYN-0FCD,,
X0FCE,SYN-0FCE,,
X0FCF,SYN-0FCF,,
X0FD0,SYN-0FD0,,
X0FD1,SYN-0FD1,,
X0FD2,SYN-0FD2,,
X0FD3,SYN-0FD3,,
X0FD4,SYN-0FD4,,
X0FD5,SYN-0FD5,,
X0FD6,SYN-0FD6,,
X0FD7,SYN-0FD7,,
X0FD8,SYN-0FD8,,
X0FD9,SYN-0FD9,,
X0FDA,SYN-0FDA,,
X0FDB,SYN-0FDB,,
X0FDC,SYN-0FDC,,
X0FDD,SYN-0FDD,,
X0FDE,SYN-0FDE,,
X0FDF,SYN-0FDF,,
X0FE0,SYN-0FE0,,
X0FE1,SYN-0FE1,,
X0FE2,SYN-0FE2,,
X0FE3,SYN-0FE3,,
X0FE4,SYN-0FE4,,
X0FE5,SYN-0FE5,,
X0FE6,SYN-0FE6,,
X0FE7,SYN-0FE7,,
X0FE8,SYN-0FE8,,
X0FE9,SYN-0FE9,,
X0FEA,SYN-0FEA,,
X0FEB,SYN-0FEB,,
X0FEC,SYN-0FEC,,
X0FED,SYN-0FED,,
X0FEE,SYN-0FEE,,
X0FEF,SYN-0FEF,,
X0FF0,SYN-0FF0,,
X0FF1,SYN-0FF1,,
X0FF2,SYN-0FF2,,
X0FF3,SYN-0FF3,,
X0FF4,SYN-0FF4,,
X0FF5,SYN-0FF5,,
X0FF6,SYN-0FF6,,
X0FF7,SYN-0FF7,,
X0FF8,SYN-0FF8,,
X0FF9,SYN-0FF9,,
X0FFA,SYN-0FFA,,
X0FFB,SYN-0FFB,,
X0FFC,SYN-0FFC,,
X0FFD,SYN-0FFD,,
X0FFE,SYN-0FFE,,
X0FFF,SYN-0FFF,,
X1000,SYN-1000,,
X1001,SYN-1001,,
X1002,SYN-1002,,
X1003,SYN-1003,,
X1004,SYN-1004,,
X1005,SYN-1005,,
X1006,SYN-1006,,
X1007,SYN-1007,,
X1008,SYN-1008,,
X1009,SYN-1009,,
X100A,SYN-100A,,
X100B,SYN-100B,,
X100C,SYN-100C,,
X100D,SYN-100D,,
X100E,SYN-100E,,
X100F,SYN-100F,,
X1010,SYN-1010,,
X1011,SYN-1011,,
X1012,SYN-1012,,
X1013,SYN-1013,,
X1014,SYN-1014,,
X1015,SYN-1015,,
X1016,SYN-1016,,
X1017,SYN-1017,,
X1018,SYN-1018,,
X1019,SYN-1019,,
X101A,SYN-101A,,
X101B,SYN-101B,,
X101C,SYN-101C,,
X101D,SYN-101D,,
X101E,SYN-101E,,
X101F,SYN-101F,,
X1020,SYN-1020,,
X1021,SYN-1021,,
X1022,SYN-1022,,
X1023,SYN-1023,,
X1024,SYN-1024,,
X1025,SYN-1025,,
X1026,SYN-1026,,
X1027,SYN-1027,,
X1028,SYN-1028,,
X1029,SYN-1029,,
X102A,SYN-102A,,
X102B,SYN-102B,,
X102C,SYN-102C,,
X102D,SYN-102D,,
X102E,SYN-102E,,
X102F,SYN-102F,,
X1030,SYN-1030,,
X1031,SYN-1031,,
X1032,SYN-1032,,
X1033,SYN-1033,,
X1034,SYN-1034,,
X1035,SYN-1035,,
X1036,SYN-1036,,
X1037,SYN-1037,,
X1038,SYN-1038,,
X1039,SYN-1039,,
X103A,SYN-103A,,
X103B,SYN-103B,,
X103C,SYN-103C,,
X103D,SYN-103D,,
X103E,SYN-103E,,
X103F,SYN-103F,,
X1040,SYN-1040,,
X1041,SYN-1041,,
X1042,SYN-1042,,
X1043,SYN-1043,,
X1044,SYN-1044,,
X1045,SYN-1045,,
X1046,SYN-1046,,
X1047,SYN-1047,,
X1048,SYN-1048,,
X1049,SYN-1049,,
X104A,SYN-104A,,
X104B,SYN-104B,,
X104C,SYN-104C,,
X104D,SYN-104D,,
X104E,SYN-104E,,
X104F,SYN-104F,,
X1050,SYN-1050,,
X1051,SYN-1051,,
X1052,SYN-1052,,
X1053,SYN-1053,,
X1054,SYN-1054,,
X1055,SYN-1055,,
X1056,SYN-1056,,
X1057,SYN-1057,,
X1058,SYN-1058,,
X1059,SYN-1059,,
X105A,SYN-105A,,
X105B,SYN-105B,,
X105C,SYN-105C,,
X105D,SYN-105D,,
X105E,SYN-105E,,
X105F,SYN-105F,,
X1060,SYN-1060,,
X1061,SYN-1061,,
X1062,SYN-1062,,
X1063,SYN-1063,,
X1064,SYN-1064,,
X1065,SYN-1065,,
X1066,SYN-1066,,
X1067,SYN-1067,,
X1068,SYN-1068,,
X1069,SYN-1069,,
X106A,SYN-106A,,
X106B,SYN-106B,,
X106C,SYN-106C,,
X106D,SYN-106D,,
X106E,SYN-106E,,
X106F,SYN-106F,,
X1070,SYN-1070,,
X1071,SYN-1071,,
X1072,SYN-1072,,
X1073,SYN-1073,,
X1074,SYN-1074,,
X1075,SYN-1075,,
X1076,SYN-1076,,
X1077,SYN-1077,,
X1078,SYN-1078,,
X1079,SYN-1079,,
X107A,SYN-107A,,
X107B,SYN-107B,,
X107C,SYN-107C,,
X107D,SYN-107D,,
X107E,SYN-107E,,
X107F,SYN-107F,,
X1080,SYN-1080,,
X1081,SYN-1081,,
X1082,SYN-1082,,
X1083,SYN-1083,,
X1084,SYN-1084,,
X1085,SYN-1085,,
X1086,SYN-1086,,
X1087,SYN-1087,,
X1088,SYN-1088,,
X1089,SYN-1089,,
X108A,SYN-108A,,
X108B,SYN-108B,,
X108C,SYN-108C,,
X108D,SYN-108D,,
X108E,SYN-108E,,
X108F,SYN-108F,,
X1090,SYN-1090,,
X1091,SYN-1091,,
X1092,SYN-1092,,
X1093,SYN-1093,,
X1094,SYN-1094,,
X1095,SYN-1095,,
X1096,SYN-1096,,
X1097,SYN-1097,,
X1098,SYN-1098,,
X1099,SYN-1099,,
X109A,SYN-109A,,
X109B,SYN-109B,,
X109C,SYN-109C,,
X109D,SYN-109D,,
X109E,SYN-109E,,
X109F,SYN-109F,,
X10A0,SYN-10A0,,
X10A1,SYN-10A1,,
X10A2,SYN-10A2,,
X10A3,SYN-10A3,,
X10A4,SYN-10A4,,
X10A5,SYN-10A5,,
X10A6,SYN-10A6,,
X10A7,SYN-10A7,,
X10A8,SYN-10A8,,
X10A9,SYN-10A9,,
X10AA,SYN-10AA,,
X10AB,SYN-10AB,,
X10AC,SYN-10AC,,
X10AD,SYN-10AD,,
X10AE,SYN-10AE,,
X10AF,SYN-10AF,,
X10B0,SYN-10B0,,
X10B1,SYN-10B1,,
X10B2,SYN-10B2,,
X10B3,SYN-10B3,,
X10B4,SYN-10B4,,
X10B5,SYN-10B5,,
X10B6,SYN-10B6,,
X10B7,SYN-10B7,,
X10B8,SYN-10B8,,
X10B9,SYN-10B9,,
X10BA,SYN-10BA,,
X10BB,SYN-10BB,,
X10BC,SYN-10BC,,
X10BD,SYN-10BD,,
X10BE,SYN-10BE,,
X10BF,SYN-10BF,,
X10C0,SYN-10C0,,
X10C1,SYN-10C1,,
X10C2,SYN-10C2,,
X10C3,SYN-10C3,,
X10C4,SYN-10C4,,
X10C5,SYN-10C5,,
X10C6,SYN-10C6,,
X10C7,SYN-10C7,,
X10C8,SYN-10C8,,
X10C9,SYN-10C9,,
X10CA,SYN-10CA,,
X10CB,SYN-10CB,,
X10CC,SYN-10CC,,
X10CD,SYN-10CD,,
X10CE,SYN-10CE,,
X10CF,SYN-10CF,,
X10D0,SYN-10D0,,
X10D1,SYN-10D1,,
X10D2,SYN-10D2,,
X10D3,SYN-10D3,,
X10D4,SYN-10D4,,
X10D5,SYN-10D5,,
X10D6,SYN-10D6,,
X10D7,SYN-10D7,,
X10D8,SYN-10D8,,
X10D9,SYN-10D9,,
X10DA,SYN-10DA,,
X10DB,SYN-10DB,,
X10DC,SYN-10DC,,
X10DD,SYN-10DD,,
X10DE,SYN-10DE,,
X10DF,SYN-10DF,,
X10E0,SYN-10E0,,
X10E1,SYN-10E1,,
X10E2,SYN-10E2,,
X10E3,SYN-10E3,,
X10E4,SYN-10E4,,
X10E5,SYN-10E5,,
X10E6,SYN-10E6,,
X10E7,SYN-10E7,,
X10E8,SYN-10E8,,
X10E9,SYN-10E9,,
X10EA,SYN-10EA,,
X10EB,SYN-10EB,,
X10EC,SYN-10EC,,
X10ED,SYN-10ED,,
X10EE,SYN-10EE,,
X10EF,SYN-10EF,,
X10F0,SYN-10F0,,
X10F1,SYN-10F1,,
X10F2,SYN-10F2,,
X10F3,SYN-10F3,,
X10F4,SYN-10F4,,
X10F5,SYN-10F5,,
X10F6,SYN-10F6,,
X10F7,SYN-10F7,,
X10F8,SYN-10F8,,
X10F9,SYN-10F9,,
X10FA,SYN-10FA,,
X10FB,SYN-10FB,,
X10FC,SYN-10FC,,
X10FD,SYN-10FD,,
X10FE,SYN-10FE,,
X10FF,SYN-10FF,,
X1100,SYN-1100,,
X1101,SYN-1101,,
X1102,SYN-1102,,
X1103,SYN-1103,,
X1104,SYN-1104,,
X1105,SYN-1105,,
X1106,SYN-1106,,
X1107,SYN-1107,,
X1108,SYN-1108,,
X1109,SYN-1109,,
X110A,SYN-110A,,
X110B,SYN-110B,,
X110C,SYN-110C,,
X110D,SYN-110D,,
X110E,SYN-110E,,
X110F,SYN-110F,,
X1110,SYN-1110,,
X1111,SYN-1111,,
X1112,SYN-1112,,
X1113,SYN-1113,,
X1114,SYN-1114,,
X1115,SYN-1115,,
X1116,SYN-1116,,
X1117,SYN-1117,,
X1118,SYN-1118,,
X1119,SYN-1119,,
X111A,SYN-111A,,
X111B,SYN-111B,,
X111C,SYN-111C,,
X111D,SYN-111D,,
X111E,SYN-111E,,
X111F,SYN-111F,,
X1120,SYN-1120,,
X1121,SYN-1121,,
X1122,SYN-1122,,
X1123,SYN-1123,,
X1124,SYN-1124,,
X1125,SYN-1125,,
X1126,SYN-1126,,
X1127,SYN-1127,,
X1128,SYN-1128,,
X1129,SYN-1129,,
X112A,SYN-112A,,
X112B,SYN-112B,,
X112C,SYN-112C,,
X112D,SYN-112D,,
X112E,SYN-112E,,
X112F,SYN-112F,,
X1130,SYN-1130,,
X1131,SYN-1131,,
X1132,SYN-1132,,
X1133,SYN-1133,,
X1134,SYN-1134,,
X1135,SYN-1135,,
X1136,SYN-1136,,
X1137,SYN-1137,,
X1138,SYN-1138,,
X1139,SYN-1139,,
X113A,SYN-113A,,
X113B,SYN-113B,,
X113C,SYN-113C,,
X113D,SYN-113D,,
X113E,SYN-113E,,
X113F,SYN-113F,,
X1140,SYN-1140,,
X1141,SYN-1141,,
X1142,SYN-1142,,
X1143,SYN-1143,,
X1144,SYN-1144,,
X1145,SYN-1145,,
X1146,SYN-1146,,
X1147,SYN-1147,,
X1148,SYN-1148,,
X1149,SYN-1149,,
X114A,SYN-114A,,
X114B,SYN-114B,,
X114C,SYN-114C,,
X114D,SYN-114D,,
X114E,SYN-114E,,
X114F,SYN-114F,,
X1150,SYN-1150,,
X1151,SYN-1151,,
X1152,SYN-1152,,
X1153,SYN-1153,,
X1154,SYN-1154,,
X1155,SYN-1155,,
X1156,SYN-1156,,
X1157,SYN-1157,,
X1158,SYN-1158,,
X1159,SYN-1159,,
X115A,SYN-115A,,
X115B,SYN-115B,,
X115C,SYN-115C,,
X115D,SYN-115D,,
X115E,SYN-115E,,
X115F,SYN-115F,,
X1160,SYN-1160,,
X1161,SYN-1161,,
X1162,SYN-1162,,
X1163,SYN-1163,,
X1164,SYN-1164,,
X1165,SYN-1165,,
X1166,SYN-1166,,
X1167,SYN-1167,,
X1168,SYN-1168,,
X1169,SYN-1169,,
X116A,SYN-116A,,
X116B,SYN-116B,,
X116C,SYN-116C,,
X116D,SYN-116D,,
X116E,SYN-116E,,
X116F,SYN-116F,,
X1170,SYN-1170,,
X1171,SYN-1171,,
X1172,SYN-1172,,
X1173,SYN-1173,,
X1174,SYN-1174,,
X1175,SYN-1175,,
X1176,SYN-1176,,
X1177,SYN-1177,,
X1178,SYN-1178,,
X1179,SYN-1179,,
X117A,SYN-117A,,
X117B,SYN-117B,,
X117C,SYN-117C,,
X117D,SYN-117D,,
X117E,SYN-117E,,
X117F,SYN-117F,,
X1180,SYN-1180,,
X1181,SYN-1181,,
X1182,SYN-1182,,
X1183,SYN-1183,,
X1184,SYN-1184,,
X1185,SYN-1185,,
X1186,SYN-1186,,
X1187,SYN-1187,,
X1188,SYN-1188,,
X1189,SYN-1189,,
X118A,SYN-118A,,
X118B,SYN-118B,,
X118C,SYN-118C,,
X118D,SYN-118D,,
X118E,SYN-118E,,
X118F,SYN-118F,,
X1190,SYN-1190,,
X1191,SYN-1191,,
X1192,SYN-1192,,
X1193,SYN-1193,,
X1194,SYN-1194,,
X1195,SYN-1195,,
X1196,SYN-1196,,
X1197,SYN-1197,,
X1198,SYN-1198,,
X1199,SYN-1199,,
X119A,SYN-119A,,
X119B,SYN-119B,,
X119C,SYN-119C,,
X119D,SYN-119D,,
X119E,SYN-119E,,
X119F,SYN-119F,,
X11A0,SYN-11A0,,
X11A1,SYN-11A1,,
X11A2,SYN-11A2,,
X11A3,SYN-11A3,,
X11A4,SYN-11A4,,
X11A5,SYN-11A5,,
X11A6,SYN-11A6,,
X11A7,SYN-11A7,,
X11A8,SYN-11A8,,
X11A9,SYN-11A9,,
X11AA,SYN-11AA,,
X11AB,SYN-11AB,,
X11AC,SYN-11AC,,
X11AD,SYN-11AD,,
X11AE,SYN-11AE,,
X11AF,SYN-11AF,,
X11B0,SYN-11B0,,
X11B1,SYN-11B1,,
X11B2,SYN-11B2,,
X11B3,SYN-11B3,,
X11B4,SYN-11B4,,
X11B5,SYN-11B5,,
X11B6,SYN-11B6,,
X11B7,SYN-11B7,,
X11B8,SYN-11B8,,
X11B9,SYN-11B9,,
X11BA,SYN-11BA,,
X11BB,SYN-11BB,,
X11BC,SYN-11BC,,
X11BD,SYN-11BD,,
X11BE,SYN-11BE,,
X11BF,SYN-11BF,,
X11C0,SYN-11C0,,
X11C1,SYN-11C1,,
X11C2,SYN-11C2,,
X11C3,SYN-11C3,,
X11C4,SYN-11C4,,
X11C5,SYN-11C5,,
X11C6,SYN-11C6,,
X11C7,SYN-11C7,,
X11C8,SYN-11C8,,
X11C9,SYN-11C9,,
X11CA,SYN-11CA,,
X11CB,SYN-11CB,,
X11CC,SYN-11CC,,
X11CD,SYN-11CD,,
X11CE,SYN-11CE,,
X11CF,SYN-11CF,,
X11D0,SYN-11D0,,
X11D1,SYN-11D1,,
X11D2,SYN-11D2,,
X11D3,SYN-11D3,,
X11D4,SYN-11D4,,
X11D5,SYN-11D5,,
X11D6,SYN-11D6,,
X11D7,SYN-11D7,,
X11D8,SYN-11D8,,
X11D9,SYN-11D9,,
X11DA,SYN-11DA,,
X11DB,SYN-11DB,,
X11DC,SYN-11DC,,
X11DD,SYN-11DD,,
X11DE,SYN-11DE,,
X11DF,SYN-11DF,,
X11E0,SYN-11E0,,
X11E1,SYN-11E1,,
X11E2,SYN-11E2,,
X11E3,SYN-11E3,,
X11E4,SYN-11E4,,
X11E5,SYN-11E5,,
X11E6,SYN-11E6,,
X11E7,SYN-11E7,,
X11E8,SYN-11E8,,
X11E9,SYN-11E9,,
X11EA,SYN-11EA,,
X11EB,SYN-11EB,,
X11EC,SYN-11EC,,
X11ED,SYN-11ED,,
X11EE,SYN-11EE,,
X11EF,SYN-11EF,,
X11F0,SYN-11F0,,
X11F1,SYN-11F1,,
X11F2,SYN-11F2,,
X11F3,SYN-11F3,,
X11F4,SYN-11F4,,
X11F5,SYN-11F5,,
X11F6,SYN-11F6,,
X11F7,SYN-11F7,,
X11F8,SYN-11F8,,
X11F9,SYN-11F9,,
X11FA,SYN-11FA,,
X11FB,SYN-11FB,,
X11FC,SYN-11FC,,
X11FD,SYN-11FD,,
X11FE,SYN-11FE,,
X11FF,SYN-11FF,,
X1200,SYN-1200,,
X1201,SYN-1201,,
X1202,SYN-1202,,
X1203,SYN-1203,,
X1204,SYN-1204,,
X1205,SYN-1205,,
X1206,SYN-1206,,
X1207,SYN-1207,,
X1208,SYN-1208,,
X1209,SYN-1209,,
X120A,SYN-120A,,
X120B,SYN-120B,,
X120C,SYN-120C,,
X120D,SYN-120D,,
X120E,SYN-120E,,
X120F,SYN-120F,,
X1210,SYN-1210,,
X1211,SYN-1211,,
X1212,SYN-1212,,
X1213,SYN-1213,,
X1214,SYN-1214,,
X1215,SYN-1215,,
X1216,SYN-1216,,
X1217,SYN-1217,,
X1218,SYN-1218,,
X1219,SYN-1219,,
X121A,SYN-121A,,
X121B,SYN-121B,,
X121C,SYN-121C,,
X121D,SYN-121D,,
X121E,SYN-121E,,
X121F,SYN-121F,,
X1220,SYN-1220,,
X1221,SYN-1221,,
X1222,SYN-1222,,
X1223,SYN-1223,,
X1224,SYN-1224,,
X1225,SYN-1225,,
X1226,SYN-1226,,
X1227,SYN-1227,,
X1228,SYN-1228,,
X1229,SYN-1229,,
X122A,SYN-122A,,
X122B,SYN-122B,,
X122C,SYN-122C,,
X122D,SYN-122D,,
X122E,SYN-122E,,
X122F,SYN-122F,,
X1230,SYN-1230,,
X1231,SYN-1231,,
X1232,SYN-1232,,
X1233,SYN-1233,,
X1234,SYN-1234,,
X1235,SYN-1235,,
X1236,SYN-1236,,
X1237,SYN-1237,,
X1238,SYN-1238,,
X1239,SYN-1239,,
X123A,SYN-123A,,
X123B,SYN-123B,,
X123C,SYN-123C,,
X123D,SYN-123D,,
X123E,SYN-123E,,
X123F,SYN-123F,,
X1240,SYN-1240,,
X1241,SYN-1241,,
X1242,SYN-1242,,
X1243,SYN-1243,,
X1244,SYN-1244,,
X1245,SYN-1245,,
X1246,SYN-1246,,
X1247,SYN-1247,,
X1248,SYN-1248,,
X1249,SYN-1249,,
X124A,SYN-124A,,
X124B,SYN-124B,,
X124C,SYN-124C,,
X124D,SYN-124D,,
X124E,SYN-124E,,
X124F,SYN-124F,,
X1250,SYN-1250,,
X1251,SYN-1251,,
X1252,SYN-1252,,
X1253,SYN-1253,,
X1254,SYN-1254,,
X1255,SYN-1255,,
X1256,SYN-1256,,
X1257,SYN-1257,,
X1258,SYN-1258,,
X1259,SYN-1259,,
X125A,SYN-125A,,
X125B,SYN-125B,,
X125C,SYN-125C,,
X125D,SYN-125D,,
X125E,SYN-125E,,
X125F,SYN-125F,,
X1260,SYN-1260,,
X1261,SYN-1261,,
X1262,SYN-1262,,
X1263,SYN-1263,,
X1264,SYN-1264,,
X1265,SYN-1265,,
X1266,SYN-1266,,
X1267,SYN-1267,,
X1268,SYN-1268,,
X1269,SYN-1269,,
X126A,SYN-126A,,
X126B,SYN-126B,,
X126C,SYN-126C,,
X126D,SYN-126D,,
X126E,SYN-126E,,
X126F,SYN-126F,,
X1270,SYN-1270,,
X1271,SYN-1271,,
X1272,SYN-1272,,
X1273,SYN-1273,,
X1274,SYN-1274,,
X1275,SYN-1275,,
X1276,SYN-1276,,
X1277,SYN-1277,,
X1278,SYN-1278,,
X1279,SYN-1279,,
X127A,SYN-127A,,
X127B,SYN-127B,,
X127C,SYN-127C,,
X127D,SYN-127D,,
X127E,SYN-127E,,
X127F,SYN-127F,,
X1280,SYN-1280,,
X1281,SYN-1281,,
X1282,SYN-1282,,
X1283,SYN-1283,,
X1284,SYN-1284,,
X1285,SYN-1285,,
X1286,SYN-1286,,
X1287,SYN-1287,,
X1288,SYN-1288,,
X1289,SYN-1289,,
X128A,SYN-128A,,
X128B,SYN-128B,,
X128C,SYN-128C,,
X128D,SYN-128D,,
X128E,SYN-128E,,
X128F,SYN-128F,,
X1290,SYN-1290,,
X1291,SYN-1291,,
X1292,SYN-1292,,
X1293,SYN-1293,,
X1294,SYN-1294,,
X1295,SYN-1295,,
X1296,SYN-1296,,
X1297,SYN-1297,,
X1298,SYN-1298,,
X1299,SYN-1299,,
X129A,SYN-129A,,
X129B,SYN-129B,,
X129C,SYN-129C,,
X129D,SYN-129D,,
X129E,SYN-129E,,
X129F,SYN-129F,,
X12A0,SYN-12A0,,
X12A1,SYN-12A1,,
X12A2,SYN-12A2,,
X12A3,SYN-12A3,,
X12A4,SYN-12A4,,
X12A5,SYN-12A5,,
X12A6,SYN-12A6,,
X12A7,SYN-12A7,,
X12A8,SYN-12A8,,
X12A9,SYN-12A9,,
X12AA,SYN-12AA,,
X12AB,SYN-12AB,,
X12AC,SYN-12AC,,
X12AD,SYN-12AD,,
X12AE,SYN-12AE,,
X12AF,SYN-12AF,,
X12B0,SYN-12B0,,
X12B1,SYN-12B1,,
X12B2,SYN-12B2,,
X12B3,SYN-12B3,,
X12B4,SYN-12B4,,
X12B5,SYN-12B5,,
X12B6,SYN-12B6,,
X12B7,SYN-12B7,,
X12B8,SYN-12B8,,
X12B9,SYN-12B9,,
X12BA,SYN-12BA,,
X12BB,SYN-12BB,,
X12BC,SYN-12BC,,
X12BD,SYN-12BD,,
